,Autism,Multiple Sclerosis,Crohn's Disease,Ulcerative Colitis,Irritable Bowel Syndrome,Cirrhosis,Type 2 Diabetes,Obesity,Pouchitis,Short Bowel Syndrome,Acquired Immunodeficiency Syndrome,Psoriasis,Cystic Fibrosis,Chronic Obstructive Pulmonary Disease,Inflammatory Bowel Disease,Parkinson's Disease,Alzheimer's Disease,Atherosclerosis,Type 1 Diabetes,Caries,Allergy,Behcet's Disease,Sjögren Syndrome,Hepatitis B,Tuberculosis,Asthma,Rheumatoid Arthritis,Blepharitis,Polycystic Ovary Syndrome,Trachoma,Megaesophagus,Pneumonia,Hypertension,Viral Diarrhea,Spondyloarthritis,Transient Ischemic Attack,Denture Stomatitis,Coronary Heart Disease,Acne,Vitiligo,Appendicitis,Postmenopausal,Psoriatic Arthritis,Botulism,Idiopathic Pulmonary Fibrosis,Rett Syndrome,Gingivitis,Anorexia Nervosa,Pancreatitis,Ascites,Alcoholism,Gastroenteritis,Hepatitis C,Schizophrenia,Cervicitis,Smoking,Pregnancy,Hyperthyroidism,Otitis Media,Prediabetes,Chlamydia,Azoospermia,Hyperlipidemia,Oligoasthenoteratozoospermia,Attention Deficit Hyperactivity Disorder,Osteoarthritis,Bronchiectasis,Wilson's Disease,Bronchiolitis,Keratitis,Anovulation,Silicosis,Urolithiasis,Endometriosis,Urogenital Schistosomiasis,Cholestasis,Diarrhea,Pediculosis,Rosacea,Fibromyalgia,Sepsis,Intrahepatic Cholangiocarcinoma,Osteoporosis,Miscarriage,Huntington's Disease,Vestibulodynia,Hyperglycemia,Migraine,Traumatic Brain Injury,Vulvodynia,Fatigue,Sarcopenia
Acquired Immunodeficiency Syndrome,0.3920799766304501,0.7126268242184053,0.6694072457077678,0.647943029772039,0.42165413290066067,0.26189246330824856,0.7128433912532203,0.6461522964751129,0.2132007163556104,0.3949765733641599,0.9999999999999983,0.6115766297251505,0.6676381504812225,0.5010810823432185,0.46336724510871385,0.6934940227985839,0.6262779958398538,0.4102580752546968,0.7208535187483398,0.4167027401411873,0.6822025149253115,0.7182603255145303,0.5117663157191592,0.5906816625871901,0.6300963869155776,0.6816627980062001,0.7549873090719922,0.20935894733965593,0.38223539357821923,0.21488612374010135,0.48603075552561986,0.6792996399366621,0.7012188122788328,0.22792115291927584,0.6624450829620747,0.6173658546857789,0.1424507205745474,0.676655216194546,0.24584458594722075,0.4805144179877502,0.46722572910344523,0.41442323864162434,0.44046941297824704,0.4912301701002881,0.4809962082231987,0.37236468976646275,0.3236694374850747,0.5375227394936436,0.6453835454651818,0.5076207532276443,0.7326882150264029,0.5414581907049244,0.5807851042436759,0.6964178062483961,0.17094086468945688,0.6283352566943817,0.5507201348498442,0.7082864948681535,0.5942230058252548,0.3593134953348083,0.4616330542123697,0.056980288229818966,0.6042341144778774,0.2584382953523688,0.5886834367072438,0.547448901451359,0.37093414185288687,0.6086053178377863,0.296078262731896,0.5219320557315561,0.22184215999396062,0.4358686122265566,0.2900962670491369,0.5275349613399977,0.2702812388086676,0.5326258871275296,0.22792115291927584,0.27914526311954124,0.29206345641622095,0.580914371972841,0.6552733146429176,0.3528539766727235,0.6064435827851197,0.3854576667590453,0.5013596929192877,0.1424507205745474,0.5761214036458638,0.662078985646687,0.5588189603623419,0.1424507205745474,0.32763665732145897,0.23690177073967136
Psoriasis,0.3730019232961255,0.5844640694643266,0.6254627916220952,0.7131997238879495,0.37267799624996495,0.2898754521821015,0.6162387235199926,0.5908391567007979,0.2788866755113585,0.4666666666666666,0.6115766297251514,1.0000000000000016,0.601629926730902,0.5424508028966485,0.4973358977281672,0.5612064848842392,0.5015698625755196,0.4621207153499564,0.6233022919310002,0.4590202484393974,0.6738419831400563,0.5970072231732825,0.32863353450309957,0.540867186500379,0.6264114497259982,0.6439906260034918,0.6557628906769694,0.21300321680756462,0.4666666666666666,0.17568209223157663,0.4411494016915295,0.6079813277051739,0.5994694228574587,0.2608745973749754,0.6673359735450372,0.5473549337591355,0.11180339887498948,0.670552225982276,0.3508232077228118,0.40929374234328025,0.4832549570727169,0.5119878116463088,0.5432512781572741,0.4283836420813326,0.5354795526016658,0.3394857061237032,0.3656551704867631,0.5502760564641691,0.601629926730902,0.4515308079707707,0.6311581859864498,0.5795005569646919,0.6126788517448402,0.5993291268567309,0.11180339887498948,0.5948118774794631,0.5508894960085647,0.6325182725260717,0.5217491947499511,0.397705839334203,0.47673129462279606,0.07453559924999298,0.6103052289407925,0.30988989340045614,0.483751583503259,0.64450338663549,0.4332293707583636,0.6024640760767098,0.34426518632954833,0.5220925637866242,0.3385555833846722,0.44543540318737396,0.2529822128134704,0.5405513548181776,0.25927248643506745,0.5645874766225505,0.2608745973749754,0.30429030972509236,0.4269932462267201,0.5565397925255445,0.6056017439061936,0.3077108875847007,0.6643765976614154,0.37409502796360444,0.3716346402775732,0.14907119849998596,0.5156355683342326,0.5720775535473561,0.46613726585340076,0.14907119849998596,0.298142396999972,0.253546276418555
Cystic Fibrosis,0.33932830612368947,0.6331943822062153,0.6554853293164947,0.6499423302067077,0.3905667329424716,0.276172385369497,0.6160768596704173,0.6593330586112834,0.2087667001917663,0.4657780077916655,0.6676381504812237,0.6016299267309018,0.9999999999999994,0.5625669646483146,0.5157790253080078,0.5908302787768331,0.503743580742337,0.3645289507463068,0.6769492422932024,0.48856991820183854,0.6680144904669498,0.6068597732068307,0.40393544262407755,0.5623304477857808,0.6526404619594075,0.6922077018840318,0.6830998497180498,0.26574700172636695,0.451222445048176,0.18411492357966466,0.48725407978178653,0.6616710824722173,0.6623057014746114,0.2603778219616477,0.6089028755593189,0.5563880604310485,0.16273613872602982,0.6480815958719544,0.2808536066534909,0.4212804099802363,0.5089340502348448,0.4208341110392334,0.41693184341140704,0.4676523735449554,0.5962567762698184,0.3867186909914151,0.369760954999048,0.5873690288476422,0.6271186440677974,0.5567112005113766,0.6600930888797797,0.5960702746529277,0.5243716655290513,0.6141395187814623,0.22783059421644175,0.6328080517266378,0.5921358737635939,0.7080050751517809,0.576550891486506,0.34732993787287003,0.49961464348803186,0.13018891098082386,0.6203772390781472,0.3198440903483299,0.49145236160671135,0.5524431139732353,0.5145612187331019,0.5073610689019097,0.39461416470148536,0.4676523735449554,0.2956720221668582,0.5134981863738185,0.2577608930115306,0.4821260422141846,0.2881854393574164,0.5979825205398822,0.2603778219616477,0.23917230155373026,0.2944007519920724,0.5047390303213012,0.6509445549041201,0.36471084638908047,0.614862665312459,0.4687575665248872,0.39138247816374666,0.09764168323561791,0.545582364995562,0.5828837507360382,0.4811103974329198,0.09764168323561791,0.2766514358342508,0.2214305240873053
Chronic Obstructive Pulmonary Disease,0.3003413017738726,0.474059554650604,0.5382852012218114,0.5046205602374162,0.3790490217894519,0.21442250696755896,0.5772913649126584,0.6092860877672964,0.20261022461827694,0.45769286494404726,0.5010810823432181,0.5424508028966484,0.5625669646483143,0.9999999999999991,0.39518592338667463,0.5317045316482636,0.4761347056599908,0.48518274789049853,0.5689364906098655,0.35015048762592693,0.5742217838601473,0.4280355443992055,0.29711254108328305,0.3667422994719775,0.46945692571039094,0.6046152094618418,0.5866150928923425,0.21664456120656053,0.3729349269914458,0.21442250696755896,0.44869096339677467,0.6088614634335533,0.5729875355376375,0.2653343152526162,0.5369170952384339,0.5293328222536137,0.1137147065368355,0.5819865493891516,0.2081453617075184,0.23788041338002103,0.4336908741196558,0.4135291205802925,0.33487169546709533,0.3812435986321093,0.5174020267150057,0.4203521925036422,0.29361010975735174,0.5285896569733776,0.5526973687772913,0.4727571907759799,0.5230687378020212,0.44532993507311563,0.5608374778914498,0.5201705057004485,0.1137147065368355,0.4509853432145147,0.5495319562599505,0.5164772681085841,0.3573890776871976,0.3309584091088149,0.35557950110937986,0.07580980435789034,0.5291541760896418,0.31518754028368906,0.4116914093046652,0.48557136048615346,0.45826095901225417,0.4267459067940987,0.3720348931025473,0.2995485417823715,0.2951513807659691,0.41680621636833126,0.27874925905782666,0.39772203026137165,0.21575848566842284,0.47649639374890357,0.2653343152526162,0.24759378423606918,0.3428627406618708,0.44631179384408814,0.5875259837736498,0.29061619210643236,0.5950495945187544,0.34740416688982567,0.3779878293802067,0.1137147065368355,0.5748784218232034,0.4525557286846651,0.37712977390388797,0.1137147065368355,0.2463818641631436,0.3724943657898143
Inflammatory Bowel Disease,0.17391304347826092,0.3828906747286677,0.5653009971610738,0.5783149319662404,0.4170288281141496,0.2948839123097943,0.4423258684646915,0.43617694732844864,0.3343669275452117,0.466252404120157,0.46336724510871363,0.49733589772816744,0.5157790253080081,0.3951859233866745,1.0000000000000002,0.31184598537402175,0.32740141596407357,0.3127716210856122,0.44710183400989595,0.46147910349544874,0.4840077120070344,0.4380685425547149,0.1191759143062248,0.5403870557475151,0.5687598022587449,0.42729617582246093,0.4531009155450987,0.17025130615174974,0.5595028849441884,0.14744195615489714,0.41742355496836103,0.5102509602648637,0.4142048112201081,0.26064301757134345,0.4876184360034338,0.3639816914456337,0.10425720702853737,0.47522281292758506,0.40893041005476544,0.30669780754107406,0.5964320793656582,0.400199595277578,0.41447816915265373,0.2996023545092554,0.48685382607753996,0.22710603822921688,0.45762461674944077,0.42761255709362983,0.5157790253080081,0.5944300934137097,0.41417047483923564,0.5223741538892646,0.4970535983885193,0.391214104758659,0.26064301757134345,0.408435089050835,0.44455422447438714,0.46106142730828487,0.38724105467742465,0.3287191293257129,0.5112373581455453,0.10425720702853737,0.4618208482595731,0.31524416249564036,0.37284851924962265,0.43405736614121565,0.38782893245097577,0.40630225416447124,0.45144694907163463,0.3183275016660838,0.33825504574586923,0.3987558290233815,0.2653955210788149,0.4826170890658403,0.4285973077072617,0.5040771095324623,0.26064301757134345,0.34050261230349954,0.3143473067309658,0.37426156190418514,0.49522173338555264,0.43041282333094205,0.45771569259969674,0.4550157551932902,0.21404626083286554,0.10425720702853737,0.4715858651027179,0.3778710908032291,0.2667325346846323,0.10425720702853737,0.18245011229994043,0.2758386421836853
Parkinson's Disease,0.4731456329812745,0.8138983737753054,0.5725704143881563,0.5578263284983582,0.42288271096610547,0.18233123937236817,0.6900536136246561,0.6756566641338816,0.19296124624698996,0.3344175629104707,0.6934940227985857,0.5612064848842391,0.5908302787768333,0.5317045316482644,0.31184598537402153,1.0000000000000018,0.751910008253099,0.3609974361905777,0.6911247792575462,0.38706936721401897,0.6489420268465329,0.6026734885677745,0.5895063447465638,0.4633263690207094,0.517054204971603,0.7026392151005034,0.6887817306895394,0.18948418223996677,0.3344175629104707,0.17017582341421034,0.511710069627161,0.6277561110526777,0.6996153173341249,0.20628424925175867,0.5926666849014698,0.6332594857704266,0.154713186938819,0.6124193015310683,0.20227834851568371,0.37421494475401496,0.37370019738311355,0.43759497449368384,0.38726483565128744,0.48164668357297263,0.43533450246018673,0.45956664574068784,0.26631182064565356,0.6063559419480065,0.5505463961329583,0.37673386172031376,0.7332202299393918,0.45441624653954193,0.49173736427350845,0.7795887510025122,0.10314212462587934,0.5761691458751115,0.46178947199022,0.6287199327199617,0.5525470962100685,0.33771113546012527,0.34084461027849533,0.10314212462587934,0.5399507996243286,0.23390435267563509,0.6762446531448927,0.5285106558680411,0.33572079639781766,0.5806040508210291,0.25308381702455074,0.4168096300150724,0.21751420645833267,0.3698352545411533,0.24797048554642065,0.4694976728834328,0.1956984219160326,0.4654400384586474,0.20628424925175867,0.25264557631995566,0.3109852067855613,0.577603493004078,0.5801744510205721,0.24331962586898934,0.5968993503886952,0.33761185245475767,0.6655217805965565,0.154713186938819,0.5763166141683954,0.6706942331286533,0.5937293211302831,0.154713186938819,0.33521190503410764,0.2533963820652713
Alzheimer's Disease,0.4911021239461108,0.718030891655697,0.521246691315683,0.4821436570643773,0.37010962170074957,0.17843660678658244,0.6405416653877312,0.6173898221471958,0.14987266233254518,0.3636381503672517,0.6262779958398536,0.5015698625755193,0.5037435807423365,0.47613470565999116,0.3274014159640738,0.7519100082530982,1.0000000000000018,0.39254050786443134,0.6673440497049795,0.41009847521751197,0.527521013064533,0.5448841348865784,0.5677569976545813,0.4166126877642119,0.45474738846089563,0.5838959853796606,0.6063056403942493,0.18314741859825207,0.3510989038028637,0.1850453700009003,0.44904234970402457,0.5559383946429151,0.652067991413872,0.2243088616368177,0.4646052532308901,0.6345849210768818,0.14019303852301107,0.5583057878071589,0.19795764159656268,0.42890822345921953,0.310111656610109,0.43051371796127863,0.33440539368598293,0.4129423736260182,0.36258354757406475,0.45530267984605965,0.24614427089907273,0.5903373673191258,0.5183448439522592,0.3397113679537693,0.6917639093299848,0.3487920176630611,0.4701709086330574,0.7214530267080864,0.11215443081840885,0.5451480185525253,0.4144643532109694,0.5898208112622193,0.45662875404637915,0.2856151722809382,0.28693685991528645,0.11215443081840885,0.5118572524674307,0.25434234203957845,0.6610571681020191,0.45795658967431097,0.27379144290323854,0.566583419708404,0.19425717247145288,0.4028706084156275,0.2547139161486371,0.3217204425066657,0.25377650742980623,0.3980335009325603,0.1950648980862749,0.44284541776628195,0.2243088616368177,0.25182770057259657,0.2367108326548856,0.4911853506503526,0.5257238944612912,0.18189895538435813,0.5296885252367304,0.33040039419645884,0.657884948655264,0.14019303852301107,0.5744509358201159,0.6456079348093935,0.5738737198305722,0.14019303852301107,0.2944053808983234,0.2755375372095433
Atherosclerosis,0.25021729686848965,0.32755250021040705,0.41311822359545786,0.48536267169707553,0.36,0.17677669529663687,0.4786568980339705,0.4403855060505441,0.21380899352993948,0.31304951684997046,0.4102580752546966,0.46212071534995663,0.364528950746307,0.48518274789049826,0.3127716210856121,0.3609974361905777,0.392540507864431,0.9999999999999994,0.43956613928349575,0.30792014356780034,0.4398099996826988,0.40704994186514004,0.21228911104120868,0.34554737023254406,0.35386069477175325,0.47630994703467155,0.4557990884027346,0.16329931618554522,0.3801315561749642,0.09428090415820634,0.3655630775069655,0.4517681796994742,0.46512151978704863,0.19999999999999998,0.3741657386773943,0.4213504858001922,0.15,0.5157937237574975,0.23533936216582083,0.2549509756796392,0.3432465321284132,0.36365491603879585,0.39755349386944755,0.2873684832428398,0.3592106040535498,0.2574383611739352,0.18073922282301275,0.4374949932957845,0.3905667329424718,0.3385309064224042,0.40771253132166696,0.3109926332092896,0.3616777720717861,0.3859605125416061,0.19999999999999998,0.39175717505940644,0.5116817192534651,0.44223458545372557,0.3,0.38805700005813265,0.2771609312622935,0.09999999999999999,0.4966554808583779,0.3023715784073817,0.3708690599782124,0.4003203845127179,0.25574480523640236,0.33197640478403495,0.28867513459481287,0.2514474228374848,0.324442842261525,0.3346640106136301,0.36769552621700463,0.41661904489764834,0.2213594362117865,0.4351444005737055,0.19999999999999998,0.2041241452319315,0.21105794120443447,0.4451340583429978,0.4,0.2653955210788148,0.4257216673521532,0.3927922024247863,0.2932942300427066,0.049999999999999996,0.4257216673521532,0.39442132525787926,0.2984810028978547,0.049999999999999996,0.19999999999999993,0.264575131106459
Type 1 Diabetes,0.4135691964591539,0.7555543342971385,0.685125208793354,0.6541711367950575,0.4288450139351182,0.22742941307367096,0.7755926138153385,0.7377231581213646,0.1719204765183758,0.44350355387398055,0.7208535187483398,0.6233022919309992,0.6769492422932015,0.5689364906098658,0.44710183400989617,0.6911247792575442,0.6673440497049792,0.4395661392834962,0.999999999999998,0.48487116079563586,0.7007397507768129,0.6897988356113541,0.4639493961043535,0.5279135754843296,0.5769714481445446,0.7006700934033494,0.7443662442068801,0.24072846024282465,0.4554901364111152,0.22742941307367096,0.49457171801100513,0.6861572984202672,0.7791603306039057,0.2144225069675589,0.601721667814315,0.6840560651850894,0.13401406685472433,0.7266017160385062,0.2733361367952669,0.4310300618694598,0.449776445108804,0.4223689099939607,0.4262220840459953,0.4717648842842722,0.5006484486282073,0.44585082870893766,0.27681826617913313,0.6156200744415583,0.6629915259572592,0.49665915438641955,0.7845630789955996,0.5093902921340022,0.5728261987653176,0.7471264367816081,0.18761969359661404,0.6455675106201517,0.609533761176659,0.7368162550868848,0.5437142140963102,0.42904204818118363,0.4342928048383699,0.10721125348377947,0.6979681750384247,0.2431322695419323,0.6106205294073035,0.5321937427120917,0.3614285968633785,0.5880352375606641,0.3094922302950864,0.5295320129721423,0.3130553142242841,0.4228684594411693,0.31840117830313935,0.5293777781178297,0.23732222626728358,0.5788350433964764,0.2144225069675589,0.24072846024282465,0.32325409191761784,0.5619043171804913,0.6633696309308849,0.3003413017738725,0.620448025391643,0.45621056412333794,0.5109721831896266,0.13401406685472433,0.706027063376697,0.6857254813237407,0.5866762451325344,0.13401406685472433,0.3484365738222832,0.2431322695419323
Caries,0.26083601501916653,0.39159664095852287,0.4720587952499556,0.4670404485981708,0.3464101615137753,0.2041241452319315,0.4605878148823072,0.43435517954521435,0.20573779994945587,0.36578176047514477,0.416702740141187,0.45902024843939737,0.48856991820183887,0.3501504876259266,0.46147910349544835,0.3870693672140189,0.4100984752175116,0.3079201435678003,0.48487116079563564,1.0000000000000007,0.47023041057239895,0.39168398918243325,0.2514157444218834,0.44887920124843456,0.43981587422535323,0.4583294602302737,0.4385928773095084,0.2749859704614352,0.4733646312031285,0.22680460581325723,0.3852644958493644,0.43471413360133104,0.45688762840597547,0.28867513459481287,0.3728997624083885,0.39386055988558555,0.24056261216234404,0.4616955740429625,0.3019405424385589,0.3962969619506083,0.3669879217087867,0.38880789567986934,0.3612934707358916,0.2765204519281133,0.43206320613767696,0.34299717028501747,0.5962847939999436,0.4604466054789173,0.4760424844017917,0.3771859665740022,0.45267873021259286,0.4156288900448468,0.3954824982302077,0.45392193776612694,0.09622504486493762,0.4188539082916953,0.382951305269035,0.494546984195354,0.4536323543632772,0.37340802240746906,0.3897897214345535,0.09622504486493762,0.5037397678898836,0.32732683535398854,0.4460861491927589,0.46225016352102394,0.2908342905927438,0.3472222222222221,0.25,0.3629330931556487,0.34341479757995436,0.2760262237369416,0.2449489742783178,0.3860440160957239,0.15214515486254615,0.4497340350259273,0.28867513459481287,0.23570226039551587,0.3191423692521126,0.35924489132552706,0.420984571284102,0.2837521769195828,0.4864604026736268,0.4199605255658078,0.296333629667111,0.04811252243246881,0.44805563404149823,0.4103049699311092,0.31456714361385013,0.04811252243246881,0.14433756729740643,0.2545875386086578
Allergy,0.31842612632041734,0.6608852814176396,0.6624243127703384,0.6861450744163446,0.4642438885539603,0.25916052767440806,0.6778044569946069,0.6725206572095672,0.19590694453450178,0.4234277326488189,0.6822025149253133,0.6738419831400565,0.6680144904669502,0.5742217838601483,0.48400771200703474,0.6489420268465331,0.5275210130645342,0.4398099996826992,0.700739750776815,0.47023041057239934,1.000000000000002,0.6416653577152331,0.41895392116520624,0.5487992928612018,0.5674064085348915,0.7239983497738328,0.718721403706775,0.24937733402690826,0.39610981441341114,0.2303649134883627,0.47850683631650315,0.659240972818057,0.6925380836222561,0.21379652762353413,0.6938370952263615,0.6397750659233985,0.15271180544538152,0.7180691625726132,0.2635533918505181,0.3953300877757775,0.45428757949636706,0.44427519029898555,0.4452148199394339,0.49370129892129366,0.5485569988014375,0.3870904804999079,0.34698416383208147,0.5678905275458727,0.5725838489716715,0.4897673613362549,0.6769053104255268,0.5065839626411093,0.5322401226936223,0.6352500544425332,0.21379652762353413,0.6381434186613806,0.5990721002312177,0.6716939093732557,0.6108472217815271,0.40001097438852296,0.45581572843679574,0.12216944435630522,0.6559580987349376,0.27705425792376615,0.5744517064357729,0.586883027285055,0.4260572829919473,0.590726953281577,0.33503916753283425,0.49370129892129366,0.21800350970458993,0.46726532825965555,0.27643789618603526,0.5655346358155592,0.27043359325018956,0.5217688019520184,0.21379652762353413,0.22443960062421744,0.3499369976247847,0.5438178057183126,0.6337539925983344,0.32423223344850904,0.6013677010567313,0.3865635967816779,0.4210212191274274,0.15271180544538152,0.5688613388374485,0.6446536730748974,0.4948856480170928,0.15271180544538152,0.33596597197983935,0.20779069344282458
Behcet's Disease,0.39699961669021006,0.671212771033627,0.6356845346445091,0.6464168736471908,0.2757435090054172,0.20890725544918334,0.664217940402531,0.5927108612968619,0.17546560158589908,0.3670126371966895,0.7182603255145302,0.5970072231732814,0.6068597732068296,0.42803554439920494,0.4380685425547145,0.6026734885677731,0.5448841348865782,0.4070499418651396,0.689798835611354,0.39168398918243313,0.6416653577152315,0.9999999999999989,0.4717295153286293,0.567157407116165,0.696962783396129,0.6036084286860772,0.7028819293356412,0.214422506967559,0.3670126371966895,0.2166445612065605,0.46857907890455636,0.6426340716885703,0.6489053808512583,0.19695964928958382,0.6843158461850057,0.624393758950945,0.09847982464479191,0.6536446300600579,0.30901572157476287,0.5021505475589892,0.43818520010661727,0.39791858180796796,0.5075129417450235,0.48345829640249227,0.48345829640249227,0.31203058049540605,0.271225401448324,0.5116276088950759,0.5983124524574376,0.491303684440517,0.6726227250981388,0.5217848145468719,0.5720460816036574,0.6053336720671066,0.19695964928958382,0.6287140102741968,0.569224052805118,0.6826942423745989,0.5721208860316477,0.35031136541416485,0.43391669599078675,0.13130643285972254,0.6080770417662594,0.1737020834449128,0.5043668951391241,0.4941076318991361,0.35107344375178134,0.597002209318386,0.28428676634208877,0.5188332937002357,0.17040572913692198,0.4237412538876822,0.2414039396301674,0.5470476064693474,0.26989780952465486,0.5290486946131057,0.19695964928958382,0.2680281337094487,0.3167230329859582,0.499644381178339,0.6401188601911468,0.30976123706494646,0.5677343093002809,0.3438409530367515,0.4139977555964014,0.09847982464479191,0.5153280653648704,0.5948857928905946,0.5132348017095326,0.09847982464479191,0.3282660821493062,0.1737020834449128
Sjögren Syndrome,0.42562826537937415,0.5510998109617138,0.36893239368631064,0.33968311024337855,0.1469693845669907,0.11547005383792514,0.4352332798506411,0.44047724347598494,0.0,0.1825741858350554,0.5117663157191592,0.3286335345030995,0.40393544262407766,0.2971125410832829,0.11917591430622482,0.5895063447465637,0.5677569976545817,0.21228911104120882,0.4639493961043532,0.25141574442188364,0.4189539211652058,0.4717295153286297,1.0000000000000002,0.26803133402626733,0.3491189739487305,0.41603838111444386,0.4846714010968655,0.06666666666666667,0.1825741858350554,0.07698003589195009,0.32690776507860253,0.37911348448813426,0.45097703011366447,0.16329931618554516,0.3818813079129864,0.49147318718299055,0.04082482904638629,0.35258551694956186,0.09607689228305227,0.36829475375170034,0.09341987329938276,0.2804272736063897,0.2164007123201838,0.4252766335619243,0.3079589415448419,0.4365641250653991,0.08432740427115676,0.35721316619900617,0.30826652200258553,0.16002645283972775,0.5121475197315842,0.23981750939192345,0.29530866429417063,0.5602407802014833,0.0,0.45018514709691004,0.24370871833797694,0.41963703136786923,0.3615913429822784,0.1188177051572009,0.17407765595569785,0.0,0.3178380421236906,0.12344267996967351,0.5082937862097227,0.26148818018424536,0.2467810788956498,0.48318963381080743,0.16499158227686112,0.3226236530469772,0.02649064714130087,0.3122880233435307,0.11547005383792515,0.25197631533948484,0.07745966692414832,0.2500216440847122,0.16329931618554516,0.16666666666666669,0.1723280873710658,0.31655360615069644,0.3776296686790731,0.024077170617153837,0.3584627947517549,0.17817416127494962,0.5986843400892498,0.08164965809277258,0.3584627947517549,0.40908249149589,0.4874174366759539,0.08164965809277258,0.18371173070873836,0.12344267996967351
Hepatitis B,0.34224513530675954,0.5059022271657009,0.5576246709318377,0.5989849814784498,0.3282700017209169,0.2748812498016868,0.5168707261228294,0.5040765522329724,0.23087854826980506,0.4249670751074407,0.5906816625871893,0.5408671865003787,0.5623304477857805,0.3667422994719772,0.5403870557475148,0.4633263690207087,0.4166126877642112,0.34554737023254406,0.5279135754843287,0.44887920124843467,0.5487992928612007,0.567157407116165,0.26803133402626733,0.9999999999999992,0.5476929372711173,0.5550048649755299,0.540262232835197,0.2821382463434394,0.4249670751074407,0.12216944435630522,0.33083641927455315,0.5528800436767171,0.5106256561489431,0.21596710639534003,0.5310206610205512,0.44718941068013085,0.129580263837204,0.5699252363649416,0.30495336640726384,0.4404881959216031,0.444779761944051,0.41886666636447495,0.40067289597226335,0.41891944361742356,0.5275281882589777,0.30792859165602426,0.37918477623365004,0.5078543367343982,0.517344011962918,0.5387166126295447,0.5237994611875146,0.5671641791044773,0.5680763773225956,0.5093902921340013,0.172773685116272,0.5891130644204521,0.47886115464444196,0.5782113438950801,0.5183210553488157,0.3561820765307978,0.497278891361536,0.172773685116272,0.5681947142423924,0.39181388906900366,0.4119198054945648,0.5118197276397465,0.3414370598411913,0.46134806794978,0.32419053423498084,0.4809815834125974,0.25224833460204477,0.4543089130604205,0.3176405553263937,0.4665422719778866,0.3278150188248919,0.5429775118793296,0.21596710639534003,0.2821382463434394,0.2344195174817805,0.3969416858357745,0.5507161213081165,0.3821113515845009,0.48269485229618075,0.41472539959807614,0.32937791216081713,0.043193421279068,0.4367239139822588,0.47886115464444184,0.39291171663133706,0.043193421279068,0.2591605276744081,0.22855810195691878
Tuberculosis,0.35355339059327395,0.5561240279482086,0.6281442647921761,0.6440653958362548,0.2948839123097944,0.23457871581420908,0.5934641015470582,0.5356832289134408,0.23643312187173016,0.4285973077072618,0.6300963869155769,0.6264114497259972,0.6526404619594062,0.46945692571039077,0.5687598022587451,0.5170542049716019,0.454747388460895,0.3538606947717533,0.5769714481445439,0.4398158742253537,0.5674064085348902,0.6969627833961287,0.3491189739487308,0.5476929372711178,0.9999999999999983,0.5307935547957883,0.6564102759823618,0.21067524290009612,0.4121127958723671,0.17376201171422895,0.4234947769299601,0.6475931791722116,0.5643433032754318,0.22116293423234568,0.6206369449132911,0.5236228073340847,0.14744195615489714,0.5571077956980365,0.28915746598312014,0.4337361989746804,0.5342054792597569,0.4170288281141497,0.45590272631808554,0.47666442719913876,0.5296271413323763,0.32117643936058116,0.3235894697414245,0.5140251560304228,0.5758592311406527,0.5648124578046888,0.5548978446178272,0.5986411174823844,0.5817433986764634,0.5137417004026762,0.1843024451936214,0.5348281873006975,0.5134339343272439,0.6344166391652164,0.6002993929163665,0.28607941594086067,0.45580359475990057,0.07372097807744857,0.5343654329961831,0.25077519565890877,0.40034786551805995,0.5312161852311212,0.3770751436050837,0.5320353317242178,0.38306543884143707,0.5031457842657575,0.2391824366174699,0.440567110531401,0.20851441405707477,0.4663911490731225,0.30306406267810204,0.5702981478261089,0.22116293423234568,0.30096463271442303,0.3556433795795097,0.4446000524446625,0.5989829468792689,0.41304347826086973,0.5590385028874644,0.3860936712526723,0.3351400312999184,0.036860489038724284,0.500192344688784,0.5108143734378188,0.502955690769545,0.036860489038724284,0.3317444013485186,0.19504737440137349
